	0	0	0	0	0	0	0.0200862	-0.00362802	-0.0164582	0	0.23222	1.27205	0.723404	1.14606	0.23222
	0	2.0135	-0.373725	-1.63977	0	0	0.0603562	-0.0111025	-0.0492537	0	0.23222	1.27245	0.723331	1.14573	0.23222
	0	2.02814	-0.40652	-1.62162	0	0	0.100919	-0.0192329	-0.081686	0	0.23222	1.27365	0.723109	1.14474	0.23222
	0	2.05253	-0.461276	-1.59125	0	0	0.141969	-0.0284584	-0.113511	0	0.23222	1.27567	0.722724	1.14311	0.23222
	0	2.08667	-0.538151	-1.54852	0	0	0.183703	-0.0392215	-0.144482	0	0.23222	1.27851	0.722155	1.14084	0.23222
	0	1.09782	-0.391991	-0.705831	0	0	0.205659	-0.0470613	-0.158598	0	0.23222	1.28219	0.721371	1.13795	0.23222
	0	0.0813475	-0.18383	0.102482	0	0	0.207286	-0.0507379	-0.156548	0	0.23222	1.2863	0.720429	1.13478	0.23222
	0	0.0814046	-0.184472	0.103067	0	0	0.208914	-0.0544273	-0.154487	0	0.23222	1.29045	0.719415	1.13164	0.23222
	0	0.0814864	-0.185165	0.103678	0	0	0.210544	-0.0581306	-0.152414	0	0.23222	1.29462	0.718326	1.12856	0.23222
	0	0.0815934	-0.18591	0.104317	0	0	0.212176	-0.0618488	-0.150327	0	0.23222	1.29883	0.717164	1.12551	0.23222
	0	0.0817264	-0.186709	0.104982	0	0	0.213811	-0.065583	-0.148228	0	0.23222	1.30308	0.715927	1.1225	0.23222
	0	0.0818859	-0.187562	0.105676	0	0	0.215448	-0.0693342	-0.146114	0	0.23222	1.30735	0.714615	1.11954	0.23222
	0	0.0820727	-0.188472	0.106399	0	0	0.21709	-0.0731037	-0.143986	0	0.23222	1.31166	0.713228	1.11661	0.23222
	0	0.0822875	-0.189439	0.107151	0	0	0.218735	-0.0768924	-0.141843	0	0.23222	1.316	0.711766	1.11373	0.23222
	0	0.0825311	-0.190466	0.107935	0	0	0.220386	-0.0807018	-0.139684	0	0.23222	1.32038	0.710228	1.1109	0.23222
	0	0.0828044	-0.191554	0.108749	0	0	0.222042	-0.0845328	-0.137509	0	0.23222	1.32479	0.708614	1.1081	0.23222
	0	0.0831084	-0.192705	0.109596	0	0	0.223704	-0.0883869	-0.135317	0	0.23222	1.32923	0.706924	1.10535	0.23222
	0	0.083444	-0.193921	0.110477	0	0	0.225373	-0.0922653	-0.133108	0	0.23222	1.3337	0.705156	1.10265	0.23222
	0	0.0838123	-0.195205	0.111392	0	0	0.227049	-0.0961694	-0.13088	0	0.23222	1.33821	0.703311	1.09998	0.23222
	0	0.0842145	-0.196558	0.112344	0	0	0.228734	-0.100101	-0.128633	0	0.23222	1.34275	0.701387	1.09737	0.23222
	0	0.0846517	-0.197984	0.113332	0	0	0.230427	-0.10406	-0.126367	0	0.23222	1.34733	0.699385	1.09479	0.23222
	0	0.0851253	-0.199485	0.11436	0	0	0.232129	-0.10805	-0.124079	0	0.23222	1.35193	0.697304	1.09227	0.23222
	0	0.0856366	-0.201064	0.115427	0	0	0.233842	-0.112071	-0.121771	0	0.23222	1.35658	0.695143	1.08979	0.23222
	0	0.0861872	-0.202724	0.116536	0	0	0.235566	-0.116126	-0.11944	0	0.23222	1.36125	0.692902	1.08735	0.23222
	0	0.0867786	-0.204468	0.117689	0	0	0.237301	-0.120215	-0.117086	0	0.23222	1.36596	0.690579	1.08496	0.23222
	0	0.0874125	-0.2063	0.118887	0	0	0.23905	-0.124341	-0.114709	0	0.23222	1.37071	0.688175	1.08262	0.23222
	0	0.0880907	-0.208224	0.120133	0	0	0.240811	-0.128506	-0.112306	0	0.23222	1.37549	0.685688	1.08033	0.23222
	0	0.0888152	-0.210244	0.121429	0	0	0.242588	-0.13271	-0.109877	0	0.23222	1.38031	0.683118	1.07808	0.23222
	0	0.089588	-0.212364	0.122776	0	0	0.244379	-0.136958	-0.107422	0	0.23222	1.38516	0.680464	1.07588	0.23222
	0	0.0904114	-0.214589	0.124178	0	0	0.246188	-0.141249	-0.104938	0	0.23222	1.39005	0.677724	1.07373	0.23222
	0	-1.15291	0.520846	0.632067	0	0	0.223129	-0.130833	-0.0922969	0	0.23222	1.39497	0.674899	1.07163	0.23222
	0	-2.42766	1.33108	1.09658	0	0	0.174576	-0.104211	-0.0703652	0	0.23222	1.39943	0.672283	1.06979	0.23222
	0	-2.46612	1.42251	1.04361	0	0	0.125254	-0.0757607	-0.049493	0	0.23222	1.40293	0.670199	1.06838	0.23222
	0	-2.49389	1.48857	1.00531	0	0	0.075376	-0.0459893	-0.0293867	0	0.23222	1.40543	0.668683	1.06739	0.23222
	0	-2.51066	1.52852	0.982142	0	0	0.0251627	-0.0154189	-0.00974386	0	0.23222	1.40694	0.667764	1.0668	0.23222
	0	0	0	0	0	0	0	0	0	0	0.23222	1.40744	0.667455	1.06661	0.23222
