0	0.6678	0.9569	1.4228	0	0
0	0.6678	0.9569	1.4228	0	0.005
0	0.6678	0.957	1.4228	0	0.01
0	0.6678	0.9572	1.4228	0	0.015
0	0.6678	0.9574	1.4227	0	0.02
0	0.6679	0.9577	1.4226	0	0.025
0	0.6679	0.9581	1.4225	0	0.03
0	0.6679	0.9586	1.4224	0	0.035
0	0.6679	0.9591	1.4222	0	0.04
0	0.6679	0.9597	1.422	0	0.045
0	0.6679	0.9603	1.4218	0	0.05
0	0.6679	0.9611	1.4216	0	0.055
0	0.668	0.9619	1.4214	0	0.06
0	0.668	0.9628	1.4211	0	0.065
0	0.668	0.9637	1.4208	0	0.07
0	0.668	0.9647	1.4205	0	0.075
0	0.6681	0.9658	1.4202	0	0.08
0	0.6681	0.967	1.4198	0	0.085
0	0.6681	0.9682	1.4194	0	0.09
0	0.6681	0.9695	1.419	0	0.095
0	0.6681	0.9709	1.4186	0	0.1
0	0.6682	0.9724	1.4181	0	0.105
0	0.6682	0.9739	1.4176	0	0.11
0	0.6682	0.9755	1.4171	0	0.115
0	0.6682	0.9772	1.4165	0	0.12
0	0.6683	0.979	1.4159	0	0.125
0	0.6683	0.9808	1.4153	0	0.13
0	0.6683	0.9827	1.4146	0	0.135
0	0.6683	0.9847	1.4139	0	0.14
0	0.6683	0.9868	1.4132	0	0.145
0	0.6683	0.989	1.4124	0	0.15
0	0.6683	0.9912	1.4116	0	0.155
0	0.6684	0.9936	1.4107	0	0.16
0	0.6684	0.996	1.4098	0	0.165
0	0.6684	0.9985	1.4089	0	0.17
0	0.6684	1.001	1.4079	0	0.175
0	0.6683	1.0037	1.4068	0	0.18
0	0.6683	1.0065	1.4057	0	0.185
0	0.6683	1.0093	1.4046	0	0.19
0	0.6683	1.0122	1.4034	0	0.195
0	0.6683	1.0152	1.4022	0	0.2
0	0.6682	1.0183	1.4009	0	0.205
0	0.6682	1.0214	1.3996	0	0.21
0	0.6682	1.0244	1.3983	0	0.215
0	0.6681	1.0275	1.3969	0	0.22
0	0.6681	1.0306	1.3955	0	0.225
0	0.668	1.0338	1.3941	0	0.23
0	0.668	1.0369	1.3927	0	0.235
0	0.6679	1.04	1.3913	0	0.24
0	0.6678	1.0432	1.3898	0	0.245
0	0.6678	1.0464	1.3883	0	0.25
0	0.6677	1.0496	1.3868	0	0.255
0	0.6676	1.0527	1.3853	0	0.26
0	0.6675	1.0559	1.3838	0	0.265
0	0.6675	1.0592	1.3822	0	0.27
0	0.6674	1.0624	1.3806	0	0.275
0	0.6673	1.0656	1.379	0	0.28
0	0.6672	1.0689	1.3773	0	0.285
0	0.6671	1.0721	1.3757	0	0.29
0	0.667	1.0754	1.374	0	0.295
0	0.6669	1.0786	1.3723	0	0.3
0	0.6668	1.0819	1.3706	0	0.305
0	0.6667	1.0852	1.3688	0	0.31
0	0.6666	1.0885	1.3671	0	0.315
0	0.6664	1.0918	1.3653	0	0.32
0	0.6663	1.0952	1.3635	0	0.325
0	0.6662	1.0985	1.3617	0	0.33
0	0.6661	1.1018	1.3598	0	0.335
0	0.6659	1.1052	1.3579	0	0.34
0	0.6658	1.1085	1.3561	0	0.345
0	0.6657	1.1119	1.3541	0	0.35
0	0.6655	1.1153	1.3522	0	0.355
0	0.6654	1.1187	1.3503	0	0.36
0	0.6652	1.1221	1.3483	0	0.365
0	0.6651	1.1255	1.3463	0	0.37
